naics_code,industry_name,data_source,scrape_date,endpoint,Province/territory,Employers,Non-employers / Indeterminate,Employment size category (number of employees),Wholeindustry(reliability),Bottomquartile(25%),Lowermiddle(25%),Uppermiddle(25%),Topquartile(25%),Percentage ofbusinessesreporting
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Sales of goods and services,0.0,0.0,0.0,0.0,0.0
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,All other revenues,0.0,0.0,0.0,0.0,0.0
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Cost of sales (direct expenses),15.9,1.0,0.8,38.8,3.4
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Wages and benefits,3.3,0.1,0.1,8.4,0.4
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Opening Inventory,1.8,1.1,0.8,3.0,1.4
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Closing inventory,1.9,1.2,0.8,3.1,1.6
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Operating expenses (indirect expenses),99.9,163.6,123.2,61.9,66.4
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Labour and commissions,7.1,6.9,7.5,7.4,6.0
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Amortization and depletion,7.7,8.4,9.7,5.9,8.1
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Repairs and maintenance,4.3,4.5,5.6,3.2,4.7
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Utilities and telephone/telecommunication,4.1,4.7,5.1,2.9,4.6
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Rent,2.4,2.8,2.8,1.6,3.1
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Interest and bank charges,4.9,5.4,6.5,4.1,3.6
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Professional and business fees,0.9,1.1,0.9,0.6,1.2
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Advertising and promotion,1.1,0.9,1.5,1.0,1.1
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Insurance,1.8,2.0,2.2,1.3,2.0
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Other expenses,64.8,125.9,80.5,33.2,31.2
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Total expenses,115.8,164.6,124.0,100.7,69.8
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Net profit/loss,-15.8,-64.6,-24.0,-0.7,30.2
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Total assets,0.0,0.0,0.0,0.0,0.0
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Total current assets,0.0,0.0,0.0,0.0,0.0
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Accounts receivable,0.0,0.0,0.0,0.0,0.0
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Closing inventory,0.0,0.0,0.0,0.0,0.0
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Other current assets,0.0,0.0,0.0,0.0,0.0
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Net tangible and intangible assets,0.0,0.0,0.0,0.0,0.0
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,All other assets and adjustments,0.0,0.0,0.0,0.0,0.0
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Total liabilities,0.0,0.0,0.0,0.0,0.0
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Total current liabilities,0.0,0.0,0.0,0.0,0.0
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Current bank loans,0.0,0.0,0.0,0.0,0.0
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Other current liabilities,0.0,0.0,0.0,0.0,0.0
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Long term liabilities,0.0,0.0,0.0,0.0,0.0
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Total equity,0.0,0.0,0.0,0.0,0.0
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Current ratio,0.0,0.0,0.0,0.0,0.0
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Debt to equity ratio,0.0,0.0,0.0,0.0,0.0
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Interest coverage ratio,-2.2,-10.9,-2.7,0.8,9.4
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Debt ratio,0.0,0.0,0.0,0.0,0.0
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Revenue to equity ratio,0.0,0.0,0.0,0.0,0.0
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Revenue to closing inventory ratio,0.0,0.0,0.0,0.0,0.0
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Collection period for accounts receivable (days),0.0,0.0,0.0,0.0,0.0
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Total revenue,1446.2,0.0,0.0,0.0,0.0
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Total expenses,1268.0,0.0,0.0,0.0,0.0
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Net profit,178.2,0.0,0.0,0.0,0.0
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Total revenue,1193.9,1123.1,1265.9,0.0,0.0
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Total expenses,1610.9,1848.6,1569.4,0.0,0.0
112,Animal production and aquaculture,performance,2025-09-05T09:25:44.443602,performance,,,,,Net loss,-416.9,-725.5,-303.4,0.0,0.0
113,Forestry and logging,businesses,2025-09-05T09:25:50.962025,businesses,British Columbia,1310.0,2097.0,,,,,,,
113,Forestry and logging,businesses,2025-09-05T09:25:50.962025,businesses,Manitoba,36.0,131.0,,,,,,,
113,Forestry and logging,businesses,2025-09-05T09:25:50.962025,businesses,New Brunswick,323.0,342.0,,,,,,,
113,Forestry and logging,businesses,2025-09-05T09:25:50.962025,businesses,Newfoundland and Labrador,33.0,27.0,,,,,,,
113,Forestry and logging,businesses,2025-09-05T09:25:50.962025,businesses,Nova Scotia,150.0,278.0,,,,,,,
113,Forestry and logging,businesses,2025-09-05T09:25:50.962025,businesses,Northwest Territories,0.0,1.0,,,,,,,
113,Forestry and logging,businesses,2025-09-05T09:25:50.962025,businesses,Nunavut,0.0,0.0,,,,,,,
113,Forestry and logging,businesses,2025-09-05T09:25:50.962025,businesses,Ontario,467.0,1119.0,,,,,,,
113,Forestry and logging,businesses,2025-09-05T09:25:50.962025,businesses,Prince Edward Island,17.0,20.0,,,,,,,
113,Forestry and logging,businesses,2025-09-05T09:25:50.962025,businesses,Quebec,1149.0,3943.0,,,,,,,
113,Forestry and logging,businesses,2025-09-05T09:25:50.962025,businesses,Saskatchewan,52.0,221.0,,,,,,,
113,Forestry and logging,businesses,2025-09-05T09:25:50.962025,businesses,Yukon,1.0,12.0,,,,,,,
113,Forestry and logging,businesses,2025-09-05T09:25:50.962025,businesses,Alberta,,,158.0,,,,,,
113,Forestry and logging,businesses,2025-09-05T09:25:50.962025,businesses,British Columbia,,,793.0,,,,,,
113,Forestry and logging,businesses,2025-09-05T09:25:50.962025,businesses,Manitoba,,,18.0,,,,,,
113,Forestry and logging,businesses,2025-09-05T09:25:50.962025,businesses,New Brunswick,,,219.0,,,,,,
113,Forestry and logging,businesses,2025-09-05T09:25:50.962025,businesses,Newfoundland and Labrador,,,22.0,,,,,,
113,Forestry and logging,businesses,2025-09-05T09:25:50.962025,businesses,Nova Scotia,,,105.0,,,,,,
113,Forestry and logging,businesses,2025-09-05T09:25:50.962025,businesses,Northwest Territories,,,0.0,,,,,,
113,Forestry and logging,businesses,2025-09-05T09:25:50.962025,businesses,Nunavut,,,0.0,,,,,,
113,Forestry and logging,businesses,2025-09-05T09:25:50.962025,businesses,Ontario,,,329.0,,,,,,
113,Forestry and logging,businesses,2025-09-05T09:25:50.962025,businesses,Prince Edward Island,,,13.0,,,,,,
113,Forestry and logging,businesses,2025-09-05T09:25:50.962025,businesses,Quebec,,,721.0,,,,,,
113,Forestry and logging,businesses,2025-09-05T09:25:50.962025,businesses,Saskatchewan,,,27.0,,,,,,
113,Forestry and logging,businesses,2025-09-05T09:25:50.962025,businesses,Yukon,,,1.0,,,,,,
113,Forestry and logging,businesses,2025-09-05T09:25:50.962025,businesses,Percent distribution %,,,63.2,,,,,,
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Total revenue,100.0,100.0,100.0,100.0,100.0
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Sales of goods and services,0.0,0.0,0.0,0.0,0.0
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,All other revenues,0.0,0.0,0.0,0.0,0.0
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Cost of sales (direct expenses),21.2,32.5,25.3,15.2,4.4
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Wages and benefits,5.1,9.1,5.6,3.5,0.4
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Opening Inventory,3.3,6.0,2.8,2.2,2.5
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Closing inventory,3.4,5.4,2.9,2.9,2.7
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Operating expenses (indirect expenses),64.7,85.2,68.7,60.2,31.5
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Labour and commissions,16.1,20.3,18.2,15.0,6.8
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Amortization and depletion,9.9,14.0,10.5,8.8,4.4
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Repairs and maintenance,9.6,12.1,10.6,9.0,4.2
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Utilities and telephone/telecommunication,7.3,8.7,8.3,7.1,3.1
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Rent,2.5,3.5,2.5,2.3,1.4
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Interest and bank charges,2.0,3.6,1.8,1.4,0.9
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Professional and business fees,1.8,2.8,1.6,1.4,1.7
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Advertising and promotion,0.4,0.5,0.4,0.4,0.3
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Insurance,2.7,3.8,2.7,2.4,1.4
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Other expenses,11.4,15.0,11.2,11.2,7.0
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Total expenses,85.9,117.7,94.1,75.4,35.9
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Net profit/loss,14.1,-17.7,5.9,24.6,64.1
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Total assets,0.0,0.0,0.0,0.0,0.0
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Total current assets,0.0,0.0,0.0,0.0,0.0
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Accounts receivable,0.0,0.0,0.0,0.0,0.0
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Closing inventory,0.0,0.0,0.0,0.0,0.0
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Other current assets,0.0,0.0,0.0,0.0,0.0
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Net tangible and intangible assets,0.0,0.0,0.0,0.0,0.0
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,All other assets and adjustments,0.0,0.0,0.0,0.0,0.0
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Total liabilities,0.0,0.0,0.0,0.0,0.0
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Total current liabilities,0.0,0.0,0.0,0.0,0.0
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Current bank loans,0.0,0.0,0.0,0.0,0.0
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Other current liabilities,0.0,0.0,0.0,0.0,0.0
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Long term liabilities,0.0,0.0,0.0,0.0,0.0
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Total equity,0.0,0.0,0.0,0.0,0.0
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Current ratio,0.0,0.0,0.0,0.0,0.0
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Debt to equity ratio,0.0,0.0,0.0,0.0,0.0
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Interest coverage ratio,8.1,-3.9,4.3,18.3,74.0
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Debt ratio,0.0,0.0,0.0,0.0,0.0
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Revenue to equity ratio,0.0,0.0,0.0,0.0,0.0
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Revenue to closing inventory ratio,0.0,0.0,0.0,0.0,0.0
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Collection period for accounts receivable (days),0.0,0.0,0.0,0.0,0.0
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Total revenue,533.8,0.0,0.0,530.1,311.8
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Total expenses,405.0,0.0,0.0,399.5,112.0
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Net profit,128.8,0.0,0.0,130.6,199.8
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Total revenue,488.3,0.0,0.0,0.0,0.0
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Total expenses,565.9,0.0,0.0,0.0,0.0
113,Forestry and logging,performance,2025-09-05T09:25:50.962025,performance,,,,,Net loss,-77.6,0.0,0.0,0.0,0.0
114,"Fishing, hunting and trapping",businesses,2025-09-05T09:25:57.918190,businesses,British Columbia,250.0,2206.0,,,,,,,
114,"Fishing, hunting and trapping",businesses,2025-09-05T09:25:57.918190,businesses,Manitoba,34.0,384.0,,,,,,,
114,"Fishing, hunting and trapping",businesses,2025-09-05T09:25:57.918190,businesses,New Brunswick,1280.0,954.0,,,,,,,
114,"Fishing, hunting and trapping",businesses,2025-09-05T09:25:57.918190,businesses,Newfoundland and Labrador,176.0,5359.0,,,,,,,
114,"Fishing, hunting and trapping",businesses,2025-09-05T09:25:57.918190,businesses,Nova Scotia,1977.0,3443.0,,,,,,,
114,"Fishing, hunting and trapping",businesses,2025-09-05T09:25:57.918190,businesses,Northwest Territories,3.0,11.0,,,,,,,
114,"Fishing, hunting and trapping",businesses,2025-09-05T09:25:57.918190,businesses,Nunavut,3.0,37.0,,,,,,,
114,"Fishing, hunting and trapping",businesses,2025-09-05T09:25:57.918190,businesses,Ontario,79.0,323.0,,,,,,,
114,"Fishing, hunting and trapping",businesses,2025-09-05T09:25:57.918190,businesses,Prince Edward Island,313.0,1945.0,,,,,,,
114,"Fishing, hunting and trapping",businesses,2025-09-05T09:25:57.918190,businesses,Quebec,734.0,722.0,,,,,,,
114,"Fishing, hunting and trapping",businesses,2025-09-05T09:25:57.918190,businesses,Saskatchewan,9.0,118.0,,,,,,,
114,"Fishing, hunting and trapping",businesses,2025-09-05T09:25:57.918190,businesses,Yukon,2.0,12.0,,,,,,,
114,"Fishing, hunting and trapping",businesses,2025-09-05T09:25:57.918190,businesses,Alberta,,,7.0,,,,,,
114,"Fishing, hunting and trapping",businesses,2025-09-05T09:25:57.918190,businesses,British Columbia,,,193.0,,,,,,
114,"Fishing, hunting and trapping",businesses,2025-09-05T09:25:57.918190,businesses,Manitoba,,,19.0,,,,,,
114,"Fishing, hunting and trapping",businesses,2025-09-05T09:25:57.918190,businesses,New Brunswick,,,1103.0,,,,,,
114,"Fishing, hunting and trapping",businesses,2025-09-05T09:25:57.918190,businesses,Newfoundland and Labrador,,,135.0,,,,,,
114,"Fishing, hunting and trapping",businesses,2025-09-05T09:25:57.918190,businesses,Nova Scotia,,,1770.0,,,,,,
114,"Fishing, hunting and trapping",businesses,2025-09-05T09:25:57.918190,businesses,Northwest Territories,,,1.0,,,,,,
114,"Fishing, hunting and trapping",businesses,2025-09-05T09:25:57.918190,businesses,Nunavut,,,0.0,,,,,,
114,"Fishing, hunting and trapping",businesses,2025-09-05T09:25:57.918190,businesses,Ontario,,,36.0,,,,,,
114,"Fishing, hunting and trapping",businesses,2025-09-05T09:25:57.918190,businesses,Prince Edward Island,,,287.0,,,,,,
114,"Fishing, hunting and trapping",businesses,2025-09-05T09:25:57.918190,businesses,Quebec,,,607.0,,,,,,
114,"Fishing, hunting and trapping",businesses,2025-09-05T09:25:57.918190,businesses,Saskatchewan,,,6.0,,,,,,
114,"Fishing, hunting and trapping",businesses,2025-09-05T09:25:57.918190,businesses,Yukon,,,1.0,,,,,,
114,"Fishing, hunting and trapping",businesses,2025-09-05T09:25:57.918190,businesses,Percent distribution %,,,85.5,,,,,,
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Total revenue,100.0,100.0,100.0,100.0,100.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Sales of goods and services,0.0,0.0,0.0,0.0,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,All other revenues,0.0,0.0,0.0,0.0,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Cost of sales (direct expenses),6.3,12.1,5.6,1.3,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Wages and benefits,1.8,3.3,1.8,0.3,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Opening Inventory,1.1,2.2,0.7,0.5,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Closing inventory,1.3,2.5,0.8,0.6,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Operating expenses (indirect expenses),69.7,99.3,73.2,45.2,5.7
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Labour and commissions,27.7,39.3,31.1,15.8,0.5
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Amortization and depletion,9.0,13.4,8.8,6.2,0.6
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Repairs and maintenance,4.3,6.5,4.4,2.7,0.1
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Utilities and telephone/telecommunication,4.8,7.2,4.8,3.1,0.3
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Rent,2.4,3.8,2.6,0.9,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Interest and bank charges,2.9,4.7,2.7,1.7,0.2
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Professional and business fees,1.5,2.1,1.3,1.2,0.5
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Advertising and promotion,0.3,0.4,0.2,0.1,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Insurance,1.5,2.3,1.5,0.9,0.1
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Other expenses,15.0,19.2,15.4,12.5,3.3
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Total expenses,76.0,111.4,78.8,46.5,5.7
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Net profit/loss,24.0,-11.4,21.2,53.5,94.3
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Total assets,0.0,0.0,0.0,0.0,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Total current assets,0.0,0.0,0.0,0.0,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Accounts receivable,0.0,0.0,0.0,0.0,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Closing inventory,0.0,0.0,0.0,0.0,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Other current assets,0.0,0.0,0.0,0.0,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Net tangible and intangible assets,0.0,0.0,0.0,0.0,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,All other assets and adjustments,0.0,0.0,0.0,0.0,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Total liabilities,0.0,0.0,0.0,0.0,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Total current liabilities,0.0,0.0,0.0,0.0,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Current bank loans,0.0,0.0,0.0,0.0,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Other current liabilities,0.0,0.0,0.0,0.0,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Long term liabilities,0.0,0.0,0.0,0.0,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Total equity,0.0,0.0,0.0,0.0,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Current ratio,0.0,0.0,0.0,0.0,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Debt to equity ratio,0.0,0.0,0.0,0.0,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Interest coverage ratio,9.3,-1.4,9.0,33.0,403.9
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Debt ratio,0.0,0.0,0.0,0.0,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Revenue to equity ratio,0.0,0.0,0.0,0.0,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Revenue to closing inventory ratio,0.0,0.0,0.0,0.0,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Collection period for accounts receivable (days),0.0,0.0,0.0,0.0,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Total revenue,218.6,366.0,323.6,206.5,80.1
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Total expenses,140.4,351.8,255.0,96.0,4.6
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Net profit,78.2,14.2,68.6,110.5,75.5
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Total revenue,277.8,0.0,0.0,0.0,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Total expenses,334.7,0.0,0.0,0.0,0.0
114,"Fishing, hunting and trapping",performance,2025-09-05T09:25:57.918190,performance,,,,,Net loss,-56.9,0.0,0.0,0.0,0.0
115,Support activities for agriculture and forestry,businesses,2025-09-05T09:26:04.400510,businesses,British Columbia,930.0,1624.0,,,,,,,
115,Support activities for agriculture and forestry,businesses,2025-09-05T09:26:04.400510,businesses,Manitoba,222.0,773.0,,,,,,,
115,Support activities for agriculture and forestry,businesses,2025-09-05T09:26:04.400510,businesses,New Brunswick,123.0,156.0,,,,,,,
115,Support activities for agriculture and forestry,businesses,2025-09-05T09:26:04.400510,businesses,Newfoundland and Labrador,15.0,29.0,,,,,,,
115,Support activities for agriculture and forestry,businesses,2025-09-05T09:26:04.400510,businesses,Nova Scotia,90.0,200.0,,,,,,,
115,Support activities for agriculture and forestry,businesses,2025-09-05T09:26:04.400510,businesses,Northwest Territories,3.0,2.0,,,,,,,
115,Support activities for agriculture and forestry,businesses,2025-09-05T09:26:04.400510,businesses,Nunavut,0.0,1.0,,,,,,,
115,Support activities for agriculture and forestry,businesses,2025-09-05T09:26:04.400510,businesses,Ontario,749.0,3112.0,,,,,,,
115,Support activities for agriculture and forestry,businesses,2025-09-05T09:26:04.400510,businesses,Prince Edward Island,24.0,52.0,,,,,,,
115,Support activities for agriculture and forestry,businesses,2025-09-05T09:26:04.400510,businesses,Quebec,960.0,3009.0,,,,,,,
115,Support activities for agriculture and forestry,businesses,2025-09-05T09:26:04.400510,businesses,Saskatchewan,278.0,1622.0,,,,,,,
115,Support activities for agriculture and forestry,businesses,2025-09-05T09:26:04.400510,businesses,Yukon,5.0,15.0,,,,,,,
115,Support activities for agriculture and forestry,businesses,2025-09-05T09:26:04.400510,businesses,Alberta,,,439.0,,,,,,
115,Support activities for agriculture and forestry,businesses,2025-09-05T09:26:04.400510,businesses,British Columbia,,,557.0,,,,,,
115,Support activities for agriculture and forestry,businesses,2025-09-05T09:26:04.400510,businesses,Manitoba,,,135.0,,,,,,
115,Support activities for agriculture and forestry,businesses,2025-09-05T09:26:04.400510,businesses,New Brunswick,,,63.0,,,,,,
115,Support activities for agriculture and forestry,businesses,2025-09-05T09:26:04.400510,businesses,Newfoundland and Labrador,,,8.0,,,,,,
115,Support activities for agriculture and forestry,businesses,2025-09-05T09:26:04.400510,businesses,Nova Scotia,,,45.0,,,,,,
115,Support activities for agriculture and forestry,businesses,2025-09-05T09:26:04.400510,businesses,Northwest Territories,,,0.0,,,,,,
115,Support activities for agriculture and forestry,businesses,2025-09-05T09:26:04.400510,businesses,Nunavut,,,0.0,,,,,,
115,Support activities for agriculture and forestry,businesses,2025-09-05T09:26:04.400510,businesses,Ontario,,,450.0,,,,,,
115,Support activities for agriculture and forestry,businesses,2025-09-05T09:26:04.400510,businesses,Prince Edward Island,,,12.0,,,,,,
115,Support activities for agriculture and forestry,businesses,2025-09-05T09:26:04.400510,businesses,Quebec,,,560.0,,,,,,
115,Support activities for agriculture and forestry,businesses,2025-09-05T09:26:04.400510,businesses,Saskatchewan,,,180.0,,,,,,
115,Support activities for agriculture and forestry,businesses,2025-09-05T09:26:04.400510,businesses,Yukon,,,3.0,,,,,,
115,Support activities for agriculture and forestry,businesses,2025-09-05T09:26:04.400510,businesses,Percent distribution %,,,60.7,,,,,,
115,Support activities for agriculture and forestry,performance,2025-09-05T09:26:04.400510,performance,,,,,Total revenue,100.0,100.0,100.0,100.0,100.0
